id,"Alkalinity, total",Calcium,Chloride,Fluoride,Magnesium,Nitrate as N,Sodium,Specific Conductivity,Sulfate,Total Dissolved Solids,Hardness
7485,137.0,51.0,21.0,0.1,13.0,0.2,29.0,480.0,87.0,360.0,184.4644466646964
7486,140.0,25.0,12.0,0.1,14.0,3.6,21.0,330.0,6.6,250.0,125.34597603148482
7487,230.0,35.0,38.0,0.17,37.0,7.2,20.0,340.0,29.0,320.0,239.21157894161396
7488,210.0,52.0,22.0,0.19,15.0,4.7,28.0,540.0,17.0,290.0,199.46123443223445
7489,66.0,8.8,2.9,0.11,4.5,0.52,12.0,160.0,3.4,150.0,40.38195184260185
7490,200.0,62.0,33.0,0.56,21.0,4.8,33.0,600.0,33.0,310.0,230.13014356199355
7491,173.0,75.4,27.8,0.47,13.0,2.54,34.3,633.0,76.1,412.0,248.50108697080694
7492,150.0,61.0,6.4,0.35,20.0,0.99,43.0,250.0,43.0,480.0,213.9624216694417
7493,210.0,70.0,25.0,0.17,22.0,1.2,22.0,550.0,34.0,320.0,255.83680938505933
7494,68.0,23.0,4.6,0.1,1.2,3.312,14.0,200.0,15.0,120.0,55.43967772227772
7495,167.0,90.8,82.2,0.18,20.4,2.704,51.0,772.0,109.0,470.0,298.40334749478296
7496,190.0,41.0,41.0,0.2,20.0,3.5,61.0,638.0,62.0,380.0,187.75158793345545
7497,190.0,45.0,9.0,0.27,19.0,0.21,20.0,460.0,37.0,270.0,188.31224950049946
7498,210.0,200.0,56.0,0.18,79.0,18.0,75.0,1500.0,520.0,970.0,734.9389155566656
7499,130.0,46.0,58.0,0.45,8.2,2.4,70.0,700.0,95.0,410.0,156.6396914698635
7500,180.0,83.0,13.0,0.5,14.0,5.4,14.0,580.0,54.0,360.0,250.95178060828064
7501,63.0,12.0,2.5,0.12,0.85,1.54,19.0,150.0,3.4,94.0,32.157469300144285
7502,89.0,22.0,7.2,0.35,6.3,4.8,19.0,278.0,15.0,190.0,83.22704819624825
7503,85.0,15.0,18.0,0.1,5.2,0.23,22.0,220.0,4.9,170.0,64.47250647685647
7504,79.0,15.0,2.3,0.1,8.0,0.56,9.0,244.0,5.8,130.0,81.25941181041179
7505,79.0,18.0,10.0,0.1,3.2,0.43,18.0,210.0,2.4,120.0,59.2173414331283
7506,120.0,25.0,8.3,0.59,5.6,0.5,25.0,290.0,15.0,160.0,91.52899752358753
7507,100.0,34.0,19.0,0.4,8.5,2.4,27.0,360.0,31.0,240.0,121.1508949347221
7508,100.0,18.0,8.4,0.3,3.2,2.0,37.0,280.0,11.0,160.0,61.02058368575871
7509,63.0,28.0,28.0,0.11,1.6,3.2,22.0,314.0,21.0,200.0,72.50619776612275
7510,410.0,44.0,24.0,0.31,76.0,9.3,61.0,940.0,40.0,560.0,434.04024769674777
7511,159.0,73.4,63.2,0.31,14.2,1.96,46.3,648.0,93.8,418.0,235.8714615939615
7512,160.0,59.0,7.6,0.32,14.0,1.2,8.6,420.0,26.0,260.0,196.40119636474637
7513,148.0,110.0,78.0,0.23,30.1,6.94,53.8,830.0,168.0,740.0,397.17226462981455
7514,140.0,24.0,72.0,0.3,23.0,2.4,48.0,530.0,21.0,420.0,169.58344094794097
7515,120.0,30.0,16.0,0.11,11.0,5.1,22.0,340.0,9.4,260.0,123.12143656555858
7516,140.0,62.0,27.0,0.18,29.0,6.3,30.0,653.0,96.8,400.0,270.48071703685196
7517,91.0,39.0,31.0,0.16,3.2,0.56,61.0,670.0,120.0,340.0,112.29098474858475
7518,130.0,38.0,10.0,0.57,8.3,1.2,29.0,372.0,34.0,240.0,131.18445804750806
7519,203.0,102.0,99.3,0.47,19.3,4.1,80.6,987.0,129.0,668.0,338.89952156288155
7520,120.0,29.0,50.5,0.16,13.0,3.806,19.4,650.0,9.3,280.0,139.28710148185152
7521,250.0,53.0,97.0,0.3,24.0,0.2,124.0,960.0,98.0,600.0,230.3601632099796
7522,160.0,79.0,45.0,0.15,6.67,3.6,37.0,600.0,50.0,390.0,223.62273067377072
7523,80.0,17.0,4.0,0.2,3.0,0.41,28.0,226.0,23.8,130.0,56.02721483750169
7524,220.0,36.0,11.0,0.54,4.6,0.61,100.0,380.0,38.0,380.0,127.18924613415989
7525,160.0,55.0,110.0,0.1,46.0,1.2,58.0,840.0,87.0,500.0,328.584041390554
7526,150.0,65.0,31.0,0.4,6.6,6.4,52.0,620.0,100.0,420.0,196.48632075249756
7527,200.0,114.0,90.0,0.24,17.5,2.5,44.0,900.0,120.0,570.0,337.1025023032523
7528,120.0,37.0,1.0,0.3,8.2,2.9,6.4,270.0,15.0,150.0,130.37747787490287
7529,210.0,72.0,7.5,0.11,16.0,3.9,19.0,503.0,32.0,440.0,250.91381645854148
7530,180.0,70.0,45.0,0.67,25.0,9.1,23.0,680.0,82.0,420.0,268.8140338134088
7531,53.0,15.0,13.0,0.1,1.9,0.1,12.0,160.0,19.0,120.0,47.77629329004331
7532,184.0,3.0,72.0,0.35,3.1,0.77,147.0,850.0,99.0,510.0,24.979335345210348
7533,92.0,13.0,18.0,0.6,3.6,0.32,46.0,290.0,21.0,210.0,51.98157606421358
7534,180.0,39.0,37.0,0.16,18.0,14.0,61.0,620.0,35.0,370.0,172.60568201243208
7535,200.0,39.0,22.0,0.34,23.0,3.5,29.0,470.0,21.0,280.0,191.94118948340548
7536,45.0,6.0,2.4,0.18,3.6,0.7,9.3,120.0,3.8,130.0,30.75474021256521
7537,200.0,90.0,55.8,0.34,19.0,0.18,55.4,790.0,106.1,480.0,293.46709728504834
7538,130.0,96.0,180.0,0.35,45.0,0.47,120.0,1500.0,200.0,980.0,431.4218651237651
7539,240.0,130.0,50.0,0.78,26.0,9.7,27.0,890.0,130.0,560.0,390.7610336330337
7540,160.0,34.0,10.0,0.15,7.8,0.93,34.0,330.0,4.7,210.0,111.44115443722941
7541,210.0,110.0,60.0,0.34,26.0,4.7,36.0,1200.0,200.0,760.0,389.4545671828172
7542,220.0,170.0,70.0,0.28,79.0,4.7,86.0,1800.0,560.0,1400.0,735.2699111444111
7543,250.0,98.0,45.0,0.8,35.0,4.3,63.0,994.0,280.0,698.0,395.7731758538682
7544,110.0,34.0,26.0,0.75,5.5,1.9,47.0,441.0,52.0,300.0,108.91627380952382
7545,180.0,71.0,12.0,0.23,11.0,3.1,32.0,500.0,71.0,370.0,219.48188324635498
7546,240.0,35.0,130.0,0.1,18.0,0.4,190.0,1100.0,130.0,720.0,184.6323108880008
7547,200.0,46.0,59.0,0.1,49.0,1.695,90.0,870.0,110.0,450.0,312.386293527306
7548,150.0,26.6,12.0,0.31,4.12,2.1,71.0,410.0,83.0,320.0,91.18546297036299
7549,180.0,34.0,52.1,0.24,8.0,0.4,57.1,532.0,5.2,338.0,131.13848280053284
7550,160.0,37.0,14.1,0.16,15.0,0.012,24.0,410.0,23.0,260.0,159.44958043623043
7551,340.0,54.0,46.1,0.368,51.0,0.132,50.0,830.0,41.8,460.0,342.2279931457431
7552,64.0,15.0,18.0,0.12,3.9,0.41,18.0,200.0,2.3,170.0,55.6284472166722
7553,320.0,100.0,120.0,0.47,36.0,5.9,120.0,1200.0,160.0,800.0,406.50358825618815
7554,170.0,39.0,66.0,0.41,13.699,1.8,58.0,580.0,22.0,320.0,155.5336328948829
7555,220.0,25.0,25.0,0.14,25.0,0.43,38.0,500.0,17.0,350.0,176.69783308942516
7556,180.0,62.292,26.0,0.32,11.0,6.629,46.52,590.0,55.0,400.0,201.1374969569646
7557,220.0,89.0,40.0,0.92,34.0,12.0,30.0,690.0,87.0,450.0,338.87211777664146
7558,100.0,20.0,14.0,0.25,11.0,2.7,16.0,300.0,8.1,200.0,101.29055586635587
7559,64.0,6.99,3.2,0.3,8.42,0.81,14.6,133.0,2.5,100.0,48.45109444444442
7560,225.0,91.0,6.19,0.195,33.0,1.3,4.4,891.0,5.9,375.0,352.0400905411254
7561,129.0,39.0,24.0,0.13,8.9,0.9,33.0,510.0,25.0,290.0,143.73254889391663
7562,220.0,142.0,43.0,0.7,47.0,1.7,97.0,1340.0,480.0,950.0,546.4006694416695
7563,230.0,65.0,84.0,0.19,17.0,2.7,82.0,830.0,64.0,480.0,252.8605842490842
7564,196.0,14.0,23.0,0.16,7.8,0.059,96.0,480.0,8.2,326.0,84.65647211677211
7565,140.0,16.0,8.0,0.2,17.0,2.1,26.0,310.0,3.4,260.0,111.69543917153435
7566,200.0,68.0,43.0,0.11,28.0,2.9,23.0,640.0,47.0,400.0,289.27016823679105
7567,130.0,50.0,36.0,1.2,11.0,0.93,48.0,626.0,89.0,400.0,184.49892596485876
7568,84.0,22.0,11.0,0.3,3.3,3.6,19.0,220.0,7.3,190.0,73.02497095682097
7569,84.0,43.0,497.0,0.2,44.0,2.5,275.0,1533.0,32.0,857.0,282.2922167553279
7570,220.0,150.0,82.0,0.13,35.0,49.7,34.0,1200.0,59.0,920.0,489.8687931457431
7571,310.0,97.0,183.0,0.4,45.0,5.26,143.0,1420.0,141.0,870.0,422.6555587301586
7572,270.0,89.0,26.0,0.13,37.0,3.1,22.0,750.0,82.0,440.0,370.3937558941059
7573,133.0,22.0,15.4,0.1,20.0,1.6,18.0,306.0,11.4,214.0,127.73424494949496
7574,257.0,61.2,16.9,1.4,9.1,19.6,95.0,782.0,40.5,500.0,199.38248555000558
7575,130.0,25.759,50.0,0.11,8.209,2.223,55.83,420.0,5.1,270.0,111.86558912436426
7576,160.0,48.0,26.0,0.13,9.4,3.8,56.0,515.0,49.0,340.0,164.3603239964203
7577,120.0,53.0,13.0,0.48,5.0,0.9,35.0,450.0,81.0,270.0,139.39910137085135
7578,155.0,76.2,102.0,0.48,28.6,0.585,87.2,535.0,161.0,640.0,309.24229490498385
7579,190.0,74.0,15.0,0.43,12.0,5.2,16.0,530.0,48.0,330.0,235.7445800865801
7580,220.0,80.4,45.0,0.39,23.7,8.8,39.0,780.0,82.0,480.0,301.6259319300145
7581,240.0,120.0,59.0,0.35,31.0,8.1,44.0,960.0,130.0,620.0,409.6758262348761
7582,250.0,110.0,88.0,0.27,26.0,4.5,81.0,1500.0,210.0,800.0,394.0421537629037
7583,198.0,36.0,36.7,0.3,29.0,5.2,46.0,590.0,25.4,350.0,209.22040347390032
7584,130.0,34.0,12.0,0.14,19.0,4.5,25.0,390.0,13.0,280.0,165.37543053025408
7585,160.0,79.0,77.0,0.26,17.0,5.1,77.0,920.0,84.0,540.0,267.4031264517705
7586,145.0,66.7,4.6,0.1,8.74,1.3,7.01,411.0,56.3,265.0,207.21072712842718
7587,150.0,53.0,4.4,0.34,4.7,2.7,20.0,360.0,21.0,230.0,146.18515604118105
7588,180.0,101.0,123.0,0.15,23.5,4.82,75.5,1010.0,148.0,582.0,339.50406762681746
7589,200.0,87.0,37.0,0.75,33.0,4.5,33.0,830.0,150.0,570.0,347.9860208885282
7590,100.0,36.0,33.0,0.7,5.0,1.7,45.0,446.0,53.0,250.0,108.88014638139639
7591,270.0,110.0,85.0,0.52,19.0,13.0,73.0,970.0,93.0,590.0,349.1199705017205
7592,240.0,200.0,140.0,0.56,67.0,11.0,150.0,1900.0,630.0,1500.0,714.18186006216
7593,160.0,50.5,10.0,0.24,7.31,6.3,15.0,430.0,15.0,250.0,158.92627080697082
7594,220.0,349.0,170.0,0.19,43.0,7.5,88.0,1400.0,170.0,750.0,729.0490452661377
7595,210.0,221.0,44.0,0.4,41.0,3.3,90.0,1220.0,360.0,1480.0,740.1336633921634
7596,170.0,36.0,21.0,0.6,5.0,0.39,52.0,460.0,42.0,280.0,122.5092364762688
7597,140.0,48.0,36.0,0.18,18.0,0.9,40.0,631.0,113.0,417.0,197.6862650209268
7598,180.0,29.0,11.0,0.12,31.0,0.81,11.0,400.0,17.0,240.0,192.4381306765457
7599,130.0,21.0,17.0,0.1,18.0,1.7,12.0,340.0,6.8,260.0,128.31450352425355
7600,151.0,68.6,23.4,0.58,5.9,0.59,40.6,562.0,61.2,320.0,196.65444628485892
7601,320.0,160.0,210.0,0.23,56.0,14.0,130.0,1800.0,270.0,1200.0,620.843872066822
7602,210.0,28.0,140.0,0.4,33.0,14.0,77.0,1200.0,200.0,770.0,254.4839157564658
7603,170.0,57.0,34.0,0.3,12.0,7.2,42.0,580.0,38.0,350.0,186.69267492562986
7604,110.0,22.0,7.1,0.16,9.8,2.7,19.0,240.0,6.8,190.0,92.14885722333226
7605,262.0,131.0,53.0,0.46,41.0,3.12,89.0,1256.0,390.0,1012.0,509.56797052947053
7606,152.0,110.0,91.0,0.13,25.0,5.731,60.5,1050.0,198.0,505.0,323.07632914307914
7607,180.0,36.0,13.0,0.13,23.0,5.9,21.0,480.0,21.0,320.0,190.22798383838384
7608,260.0,97.0,41.0,0.4,37.0,0.36,271.0,1870.0,670.0,1340.0,398.0395593295592
7609,150.0,58.0,13.0,0.46,17.0,0.61,47.0,470.0,140.0,400.0,203.9022594897603
7610,69.0,24.0,14.0,0.087,0.95,2.483,25.0,239.0,19.0,160.0,59.43386880896879
7611,210.0,84.0,25.0,0.81,16.0,0.59,58.0,810.0,170.0,520.0,292.08397808639063
7612,222.0,100.0,35.5,0.271,28.4,1.01,34.2,820.0,152.0,350.0,349.61141769341776
7613,180.0,35.0,120.0,1.3,12.0,0.99,160.0,923.0,110.0,560.0,144.84168072691196
7614,130.0,47.0,45.0,0.1,13.0,2.3,33.0,532.0,56.0,350.0,175.69191224098125
7615,280.0,120.0,31.0,0.88,38.0,0.4,110.0,1300.0,360.0,860.0,473.94601748806747
7616,95.0,52.0,24.0,0.27,3.8,3.7,32.0,430.0,35.0,220.0,124.17857441169943
7617,130.0,88.0,39.0,0.23,15.0,14.0,12.0,620.0,55.0,380.0,264.6280055888556
7618,170.0,70.0,15.0,0.36,12.0,4.0,11.0,460.0,35.0,280.0,221.48878391053395
7619,340.0,120.0,13.0,0.65,38.0,0.19,60.0,1000.0,100.0,650.0,427.0979051226552
7620,129.0,22.8,13.9,0.1,18.0,1.7,19.4,330.0,13.5,214.0,123.95705772005769
7621,420.0,52.0,48.0,1.3,68.0,0.83,89.0,1840.0,140.0,490.0,436.595265984016
7622,130.0,20.0,14.0,0.12,20.0,0.22,17.0,350.0,8.6,180.0,126.46833501221
7623,672.0,175.0,150.0,0.11,108.0,5.0,126.0,1863.0,158.0,1200.0,768.5312267121767
7624,270.0,153.0,62.0,0.6,49.0,7.5,87.0,1490.0,414.0,1140.0,603.2777722277722
7625,180.0,50.0,8.5,0.4,16.0,2.5,17.0,430.0,20.0,260.0,192.34476912531915
7626,330.0,38.0,31.0,0.14,38.0,5.6,36.0,680.0,35.0,390.0,262.4196343149743
7627,370.0,58.0,120.0,0.17,42.0,0.83,100.0,940.0,19.0,570.0,302.5996945487846
7628,210.0,45.0,39.0,0.17,9.2,5.4,52.0,550.0,9.2,320.0,154.66352220002224
7629,170.0,70.7,30.1,0.51,11.9,1.44,34.9,599.0,73.5,368.0,226.28496526244987
7630,230.0,71.0,2.0,0.1,18.0,0.52,11.0,527.0,40.0,300.0,256.7201418442668
7631,228.0,25.1,5.18,0.22,19.0,0.5,38.1,529.0,20.0,270.0,148.42861305361302
7632,140.0,31.0,12.0,0.3,4.6,2.1,33.0,350.0,14.0,210.0,109.10921847863247
7633,250.0,38.0,50.0,0.16,43.0,2.7,35.0,640.0,11.0,380.0,263.30083188408804
7634,230.0,27.0,16.0,0.11,27.0,4.071,58.0,560.0,30.0,350.0,182.48920530609743
7635,87.7,17.0,6.9,0.1,7.5,13.4,15.0,250.0,16.6,170.0,77.26229892052389
7636,120.0,24.0,13.0,0.1,15.0,0.7,9.0,382.0,13.7,240.0,130.06012001886998
7637,140.0,33.0,18.0,0.11,16.0,2.8,20.0,360.0,11.0,280.0,149.87820179820187
7638,160.0,26.0,14.0,0.11,19.0,1.9,21.0,250.0,5.4,190.0,127.65376196026196
7639,180.0,42.0,41.0,0.2,16.0,1.2,46.0,650.0,31.0,260.0,180.1342522200022
7640,230.0,34.0,44.0,0.37,20.0,1.2,81.0,680.0,40.0,400.0,169.66295836718837
7641,168.0,109.0,85.7,0.43,19.5,2.46,59.9,942.0,170.0,546.0,333.2672581307582
7642,140.0,85.0,140.0,0.19,29.0,33.9,61.0,1200.0,130.0,950.0,344.3377151835664
7643,240.0,65.0,16.0,0.2,29.0,11.9,22.0,650.0,22.0,440.0,289.31666285658775
7644,210.0,110.0,84.0,0.2,32.0,4.5,62.0,1100.0,88.0,570.0,407.7687913253414
7645,80.0,53.0,76.0,0.1,22.0,2.87,44.0,656.0,128.0,460.0,223.82901453430222
7646,200.0,36.0,14.0,0.1,25.0,3.89,16.0,360.0,21.0,250.0,182.43086856837607
7647,290.0,26.0,78.0,0.4,12.0,0.97,223.0,1000.0,270.0,1080.0,160.1417614225497
7648,129.0,60.4,47.0,0.41,12.6,0.7,43.9,656.0,63.4,350.0,197.90359271872563
7649,180.0,47.0,39.0,0.22,11.0,7.5,39.0,510.0,9.4,350.0,171.08885240201462
7650,93.0,20.0,19.0,0.82,4.2,2.3,48.0,289.0,37.0,250.0,70.5382701892878
7651,160.0,70.0,50.0,0.2,19.0,0.1,37.0,691.0,109.0,480.0,269.4092105006104
7652,150.0,52.0,62.0,0.26,12.0,1.24,36.0,530.0,5.8,310.0,171.62865161605063
7653,180.0,55.0,16.0,0.43,11.0,8.3,33.0,520.0,37.0,320.0,182.94398805513924
7654,69.0,11.0,4.1,0.16,7.1,1.7,11.0,150.0,4.8,150.0,54.858226706300236
7655,130.0,39.0,22.5,0.24,18.0,0.36,32.8,500.0,47.1,310.0,169.90703651903652
7656,190.0,94.0,66.0,0.34,15.0,2.3,35.0,750.0,94.0,460.0,284.6615547150071
7657,121.0,51.6,45.3,0.34,12.0,0.87,46.5,475.0,65.6,326.0,172.0796390955988
7658,390.0,31.0,33.0,0.22,87.0,1.0,28.0,860.0,27.0,460.0,425.750818986569
7659,160.0,167.0,960.0,0.11,31.0,2.5,248.0,2300.0,107.0,1320.0,534.0771081418582
7660,210.0,94.0,170.0,0.34,40.0,8.1975,81.0,1100.0,96.0,720.0,394.7380038017537
7661,220.0,69.0,94.0,0.24,16.0,0.97,65.0,800.0,62.0,460.0,252.99973318847813
7662,86.0,110.0,400.0,0.4,28.0,0.97,230.0,2100.0,260.0,1100.0,427.10622428959925
7663,150.0,33.0,13.0,0.3,8.3,1.7,24.0,380.0,9.0,190.0,120.83178668325144
7664,190.0,57.0,82.0,0.35,19.0,7.6,52.0,700.0,12.0,430.0,217.6994868054723
7665,157.0,33.0,34.0,0.4,20.0,0.2,26.0,404.0,5.0,246.0,159.26742715617718
7666,120.0,64.0,51.0,0.2,8.5,3.7,99.0,860.0,220.0,540.0,203.7644919720558
7667,250.0,15.0,21.0,0.19,50.0,6.5,20.0,640.0,14.0,350.0,259.70418215437337
7668,220.0,35.0,8.5,1.0,19.0,0.13,65.0,530.0,42.0,350.0,169.53133139083144
7669,240.0,61.0,66.0,0.47,20.0,2.4,74.0,614.0,43.0,430.0,225.548915918526
7670,63.0,10.0,17.0,0.22,0.2,0.54,35.0,215.0,17.0,140.0,31.065899483849485
7671,120.0,25.0,8.8,0.6,6.7,0.7,28.0,310.0,17.0,190.0,95.34705246420245
7672,50.0,7.8,75.0,0.1,4.9,8.6,62.0,400.0,19.0,260.0,61.637862920412935
7673,175.0,129.0,118.0,0.35,30.6,2.21,79.0,1080.0,220.0,700.0,435.90914077589065
7674,420.0,80.0,45.0,0.28,72.0,2.7,53.0,1000.0,77.0,600.0,471.07605706793214
7675,140.0,28.0,8.3,0.11,11.0,3.4,20.0,330.0,7.3,230.0,121.51759697802196
7676,130.0,46.0,69.0,0.6,16.0,0.27,89.0,710.0,110.0,570.0,189.39408750236692
7677,150.0,40.0,11.0,0.3,6.9,2.0,20.0,406.0,11.0,198.0,130.03129169514696
7678,163.0,75.0,49.3,0.41,13.7,3.34,43.0,767.0,103.0,436.0,251.47724400272932
7679,160.0,79.0,57.0,0.24,8.6,0.52,85.0,730.0,120.0,500.0,235.5889643403819
7680,131.0,52.0,15.0,0.23,15.0,0.9,22.0,460.0,81.0,330.0,195.38291443556437
7681,140.0,67.0,96.0,0.9,16.0,0.36,88.0,1300.0,200.0,580.0,261.59930955155954
7682,264.0,143.0,317.0,0.239,60.7,2.91,160.0,1883.0,285.0,1130.0,585.585720940171
7683,250.0,58.0,44.0,0.2,36.0,1.3,32.0,760.0,49.0,430.0,298.4002421467422
7684,150.0,44.0,22.0,0.19,20.0,4.5,19.0,440.0,10.0,280.0,189.536162079587
7685,180.0,71.0,42.0,0.26,17.0,1.3,40.0,640.0,100.0,440.0,255.51727075702075
7686,180.0,38.0,12.0,0.12,17.0,2.7,15.0,500.0,13.0,240.0,176.7980381334351
7687,110.0,34.0,9.3,0.19,2.5,1.7,18.0,280.0,8.2,180.0,84.32066350641026
7688,160.0,34.0,12.0,0.1,6.4,2.8,16.0,374.0,11.0,200.0,119.43520660450667
7689,92.0,20.0,6.3,0.33,1.9,0.25,9.7,330.0,7.4,170.0,64.44146764069262
7690,120.0,22.0,6.7,0.13,5.9,13.0,30.0,280.0,8.3,150.0,86.63695704295704
7691,150.0,42.0,22.0,0.74,12.8,6.5,34.0,460.0,50.0,240.0,162.6946493783994
7692,75.0,18.0,2.8,0.19,13.0,0.51,8.3,170.0,2.7,208.0,91.85570119633635
7693,194.0,104.0,106.0,0.41,18.5,2.503,85.8,1070.0,185.0,632.0,344.5104707514708
7694,120.0,110.0,93.0,0.23,28.0,6.3,76.0,1000.0,290.0,760.0,418.9800020951269
7695,150.0,63.0,34.0,0.16,12.0,0.49,33.0,480.0,40.0,350.0,201.02561748806755
7696,180.0,48.0,57.0,0.22,12.0,0.66,62.0,630.0,47.0,380.0,179.0936038649308
7697,170.0,57.0,24.0,0.15,19.0,4.1,14.0,680.0,41.0,300.0,228.97247371452897
7698,97.0,35.0,64.0,0.6,13.0,1.2,78.0,500.0,82.0,340.0,146.07393870018868
7699,240.0,68.0,38.0,0.16,10.0,1.3,45.0,640.0,38.0,380.0,222.93341595299148
7700,180.0,74.0,100.0,0.25,17.0,4.7,86.0,960.0,130.0,550.0,278.2285096438284
7701,160.0,48.0,32.0,0.11,18.0,1.2,34.0,490.0,42.0,320.0,194.47969408369406
7702,190.0,47.0,33.0,0.15,9.9,0.4,35.0,480.0,5.4,260.0,161.84225070207577
7703,100.0,13.0,8.4,0.52,2.1,0.5,35.0,251.0,18.0,150.0,41.7393827047952
7704,86.0,18.0,4.2,1.6,2.7,0.33,26.0,226.0,14.0,160.0,55.21374432381345
7705,200.0,61.0,12.0,0.17,15.0,8.0,10.0,490.0,25.0,300.0,224.7018136252636
7706,170.0,95.1,95.0,0.22,14.0,3.2,70.0,860.0,140.0,540.0,296.70481032967024
7707,140.0,54.0,27.0,0.59,9.8,4.3,42.0,530.0,51.0,330.0,176.2324575745088
7708,190.0,110.0,110.0,0.26,26.6,2.2,84.0,1100.0,260.0,820.0,404.28163293650795
7709,9.4,35.0,32.0,0.31,12.0,1.9,29.0,370.0,9.5,270.0,139.3938252997003
7710,260.0,290.0,170.0,0.2,75.0,0.47,197.0,2350.0,910.0,1820.0,997.3291015651016
7711,160.0,12.0,31.0,0.29,18.0,0.65,36.0,420.0,7.4,300.0,128.08069142246643
7712,96.0,16.0,4.7,0.13,8.0,1.4,15.0,210.0,7.0,170.0,76.15664935619938
7713,140.0,43.0,13.0,0.2,17.0,0.09,20.0,459.0,62.8,310.0,175.10277473180412
7714,165.0,30.6,12.0,0.1,17.2,0.88,24.4,367.0,17.1,249.0,144.7867195609946
7715,130.0,39.0,15.0,0.73,15.0,0.45,34.0,400.0,200.0,240.0,165.72476794316793
7716,77.0,7.4,87.0,0.7,9.6,0.66,120.0,840.0,70.0,480.0,172.55594480852477
7717,282.0,215.0,77.0,0.3,67.0,0.41,147.0,1770.0,729.0,1310.0,763.5471868409371
7718,140.0,48.0,6.2,0.58,7.7,2.5,19.0,410.0,31.0,230.0,148.1505134587635
7719,200.0,53.0,22.0,0.12,25.0,3.6,20.0,560.0,22.0,340.0,218.28838035470082
7720,191.0,75.5,44.6,0.33,16.0,7.12,37.0,752.0,49.3,394.0,254.68074851315342
7721,150.0,34.0,15.0,0.11,20.0,4.7,25.0,440.0,16.0,240.0,167.9152278440514
7722,140.0,52.0,10.0,0.26,6.7,3.8,24.0,397.0,19.0,270.0,153.80864973515372
7723,250.0,86.0,14.0,0.8,29.0,0.34,41.0,568.0,17.0,310.0,316.847669271702
7724,180.0,58.0,21.0,0.19,28.0,4.989,34.0,580.0,110.0,470.0,259.72859348739496
7725,250.0,87.0,110.0,0.14,44.0,0.66,75.0,1100.0,150.0,660.0,382.75495885669875
7726,73.0,12.0,34.0,0.16,9.0,0.6,29.0,280.0,2.9,140.0,67.39957924852925
7727,290.0,100.0,36.0,0.36,57.0,0.91,52.0,1100.0,240.0,710.0,472.66949404027343
7728,340.0,183.0,28.0,0.3,54.0,1.4,37.0,1380.0,378.0,1020.0,614.7444295426795
7729,97.0,26.0,8.0,0.18,12.0,3.2,14.0,330.0,18.0,230.0,117.38265705683204
7730,161.0,55.4,27.4,0.3,34.0,1.3,43.0,630.0,7.5,614.0,274.80488483738486
7731,200.0,23.0,8.8,0.29,24.0,1.7,37.0,440.0,14.0,250.0,162.92227261627264
7732,150.0,41.0,16.0,0.13,20.0,7.2,40.0,440.0,24.0,260.0,181.09537265512267
7733,160.0,69.0,56.0,0.31,13.0,2.0,41.0,620.0,88.0,370.0,221.13776595065067
7734,140.0,57.0,91.0,0.5,22.0,0.93,93.0,930.0,130.0,560.0,239.318397066378
7735,260.0,110.0,42.0,0.31,58.0,0.66,52.0,1100.0,240.0,760.0,495.4131186591188
7736,101.0,150.0,16.0,0.12,53.1,3.5,24.8,310.0,7.7,218.0,483.7824796037294
7737,180.0,38.0,14.0,0.37,9.2,0.75,40.0,440.0,32.0,250.0,143.1528744288391
7738,42.0,37.0,43.0,0.15,22.0,1.7,20.0,410.0,41.0,360.0,197.50994141969147
7739,91.0,15.0,20.0,0.27,11.0,1.8,34.0,290.0,9.2,210.0,86.04681248263503
7740,117.0,68.0,47.0,0.22,13.0,6.37,66.9,599.0,90.8,408.0,223.67616971739375
7741,170.0,131.0,466.0,0.21,41.0,0.2,144.0,1768.0,29.0,1120.0,478.2864235209235
7742,180.0,49.0,14.0,0.51,9.5,2.5,32.0,470.0,37.0,280.0,166.97381886224883
7743,63.0,15.0,33.0,0.28,11.0,1.2,34.0,280.0,20.0,190.0,87.10878755201007
7744,250.0,100.0,570.0,0.22,170.0,2.9,110.0,2400.0,39.0,1900.0,1028.2059082306585
7745,91.0,14.0,9.5,0.6,2.4,0.43,32.0,260.0,18.0,170.0,46.65622309496059
7746,120.0,29.0,9.5,0.3,12.0,1.2,16.0,260.0,8.7,210.0,113.55078471528472
7747,256.0,96.0,69.2,0.279,51.0,0.646,54.3,830.0,94.6,524.0,407.4714192418693
7748,110.0,16.0,38.0,0.3,1.4,0.5,79.0,520.0,62.0,420.0,47.926192243867256
7749,91.0,58.0,36.0,0.28,7.0,6.8,47.0,540.0,88.0,390.0,171.86799936469083
7750,240.0,130.0,110.0,0.3,32.0,1.3,140.0,1400.0,360.0,910.0,473.16033469308456
7751,240.0,84.0,10.0,0.25,7.5,0.51,17.0,510.0,24.0,310.0,234.71557692640687
7752,90.0,17.6,5.5,0.1,5.4,1.1,11.0,217.0,5.5,161.0,79.35256789321788
7753,130.0,74.0,15.0,0.13,5.1,0.88,16.0,460.0,95.0,320.0,200.8872739166063
7754,317.0,127.0,104.0,0.33,52.5,3.68,103.0,1318.0,262.0,920.0,537.0889718392717
7755,150.0,59.0,3.2,0.43,7.2,1.8,11.0,380.0,22.0,240.0,165.87247743922745
